Name	trailheadapp__API_Name__c	trailheadapp__Created_At__c	trailheadapp__Description__c	trailheadapp__External_Id__c	trailheadapp__Icon__c	trailheadapp__Level__c	trailheadapp__Namespace__c	trailheadapp__Products__c	trailheadapp__Roles__c	trailheadapp__Tags__c	trailheadapp__Type__c	trailheadapp__URL__c
Writing Style	writing_style	2019-01-29T00:00:00.000Z	Learn to write conversationally with these style tips.	m-7393	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/writing_style/b477eae438c3d7e5416a36d3f96eec79_badge.png	Beginner	learn	General	Business User, Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/writing_style/
Demo Storytelling	demo-storytelling-public	2018-09-24T00:00:00.000Z	Craft a compelling customer story with personas, characters, and storyboards.	m-5282	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/demo-storytelling-public/d4953ad3a13b3c72444879ec07d59ee5_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/demo-storytelling-public/
Marketing Cloud Connect	marketing-cloud-connect	2019-04-02T00:00:00.000Z	Configure Salesforce CRM and Marketing Cloud to share key data across your clouds.	m-9495	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/marketing-cloud-connect/678499c52193bb179a311ee9e77dbe9b_badge.png	Intermediate	learn	Marketing Cloud	Admin	Integration	Module	https://developer.salesforce.com/trailhead/module/marketing-cloud-connect/
Salesforce B2C Commerce for Consulting Partners	cc_for_consulting_partners	2019-05-25T00:00:00.000Z	Get to know B2C Commerce resources and design your first project.	m-12473	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/cc_for_consulting_partners/0356aa65c6e4a02ba8ed2c80571c52a5_badge.png	Beginner	learn	Commerce Cloud	Business User	Partner	Module	https://developer.salesforce.com/trailhead/module/cc_for_consulting_partners/
Data Migration and Service Cloud Setup	data-migration-and-service-cloud-setup	2019-05-25T00:00:00.000Z	Move your data from Desk.com to Service Cloud and perform your initial setup.	m-12493	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/data-migration-and-service-cloud-setup/632a3d13a4eeec46548cf0630aee1b61_badge.png	Intermediate	learn	Service Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/data-migration-and-service-cloud-setup/
Drucker School—Information Competency	drucker-school-information-competency	2018-09-24T00:00:00.000Z	Learn best practices for improving information quality for your company.	m-5299	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/drucker-school-information-competency/e52dfdde0eea2e495d5d454b92486acc_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/drucker-school-information-competency/
Wellbeing at Work	wellbeing-at-work	2019-05-25T00:00:00.000Z	Learn about Camp Pono, the employee wellbeing program at Salesforce.	m-12606	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/wellbeing-at-work/cef5b36b7a545d7b0278fe75f3d1b94f_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/wellbeing-at-work/
Partner Relationship Management	partner-relationship-management	2019-05-25T00:00:00.000Z	Learn how Sales Cloud PRM can help you achieve your channel sales goals.	m-12567	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/partner-relationship-management/574cbe531061f5f401480dd108ff8f99_badge.png	Beginner	learn	Community Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/partner-relationship-management/
Google Analytics Basics	google-analytics-basics	2019-05-25T00:00:00.000Z	Sign up for a Google Analytics account, set your goals, and link with AdWords.	m-12509	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/google-analytics-basics/054e4486ef393050c83e40e1036d6aab_badge.png	Beginner	learn	General	Business User	Reporting	Module	https://developer.salesforce.com/trailhead/module/google-analytics-basics/
Productive Meetings with Quip Slides	quip-slides	2019-05-25T00:00:00.000Z	Learn the art of collaborative meetings and drive decisions with Quip Slides.	m-12573	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/quip-slides/37de66ac130468985d28eafaa027668e_badge.png	Beginner	learn	Quip	Business User	General	Module	https://developer.salesforce.com/trailhead/module/quip-slides/
Heroku Flow	heroku-flow	2018-09-24T00:00:00.000Z	Use Heroku Flow to manage continuous delivery in app development	m-5314	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/heroku-flow/a6da0821de16c34daa6df94650c81641_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle, Heroku	Module	https://developer.salesforce.com/trailhead/module/heroku-flow/
Desk.com to Service Cloud Transition Plan	desk-com-to-service-cloud-transition-plan	2018-09-24T00:00:00.000Z	Evaluate your options for moving to Service Cloud and create your transition plan.	m-5315	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/desk-com-to-service-cloud-transition-plan/f010afee484bff455dfb80f3fa1c162b_badge.png	Intermediate	learn	Service Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/desk-com-to-service-cloud-transition-plan/
Demo Delivery Essentials	demo-delivery-essentials-public	2018-09-24T00:00:00.000Z	Prep and practice for a perfect demo delivery using techniques from Salesforce experts.	m-5318	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/demo-delivery-essentials-public/8586ec59ca36d03baf6dff970a8750b5_badge.png	Intermediate	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/demo-delivery-essentials-public/
Innovation Customer Discovery	innovation_customer_discovery	2018-09-25T00:00:00.000Z	Learn tactics for rapid research that will help you better understand your customers.	m-5667	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/innovation_customer_discovery/2c655236ac0c38821b12639f85066c26_badge.png	Beginner	learn	General	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/innovation_customer_discovery/
Collaborative Forecasts Configuration	collaborative_forecasts_configuration	2019-01-29T00:00:00.000Z	Set up forecasting features to meet the needs of your sales teams.	m-7394	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/collaborative_forecasts_configuration/0fa57bc83502e1bbf89fadf45bb11650_badge.png	Intermediate	learn	Sales Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/collaborative_forecasts_configuration/
Volunteers for Salesforce (V4S) Basics	nonprofit_volunteer_basics	2019-05-06T00:00:00.000Z	Transform your organization's volunteer management with powerful, cloud-based tools.	m-11323	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/nonprofit_volunteer_basics/0ead37951ed3c211c1a85f8f4e51af61_badge.png	Beginner	learn	Nonprofit Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/nonprofit_volunteer_basics/
Marketing Cloud for Consulting Partners	mc-for-consulting-partners	2019-05-25T00:00:00.000Z	Launch a Marketing Cloud practice to grow your business.	m-12550	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/mc-for-consulting-partners/27986ec198d9295696216278aaf52300_badge.png	Beginner	learn	Marketing Cloud	Business User	Partner	Module	https://developer.salesforce.com/trailhead/module/mc-for-consulting-partners/
Knowledge Search Basics	knowledge_search_basics	2019-04-02T00:00:00.000Z	Learn how search works in Salesforce Knowledge and customize search in your org for better results.	m-9447	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/knowledge_search_basics/63d37b3ba81d5e8b0e971f070c2e41c7_badge.png	Beginner	learn	Service Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/knowledge_search_basics/
Apex Metadata API	apex_metadata_api	2019-01-29T00:00:00.000Z	Simplify your app’s setup and upgrade experience by working with metadata from Apex.	m-7398	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/apex_metadata_api/6f8b8a809d327ed87ae4fc085538318a_badge.png	Advanced	learn	Salesforce Platform	Developer	Apex, App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/apex_metadata_api/
Web Chat Basics	web-chat	2019-02-26T00:00:00.000Z	Set up a simple-to-use web chat channel using Snap-ins Chat in Lightning Experience.	m-8132	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/web-chat/3ac3c4cc340f01f0b592fc6b861c8451_badge.png	Intermediate	learn	Service Cloud, Lightning	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/web-chat/
Ethics and Integrity for Salesforce Partners	ethics_for_sf_partners	2019-05-13T00:00:00.000Z	Learn about legal and ethical expectations for Salesforce partners.	m-11597	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/ethics_for_sf_partners/8fce641c2c7e137d8fc8c2457fbaf6d9_badge.png	Beginner	learn	Salesforce Platform	Business User	Partner	Module	https://developer.salesforce.com/trailhead/module/ethics_for_sf_partners/
CRM for Lightning Experience	lex_implementation_basics	2019-02-26T00:00:00.000Z	Get started with Salesforce CRM and explore Lightning Experience.	m-8133	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_implementation_basics/56b5a2cb9fb731dbfe6b5b88cd855775_badge.png	Beginner	learn	Lightning	Business User, Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/lex_implementation_basics/
Service Cloud for Lightning Experience	service_lex	2019-05-25T00:00:00.000Z	Set up customer service for your business.	m-12595	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service_lex/b677a8a9a27fbc8a41414576453eb16f_badge.png	Beginner	learn	Service Cloud, Lightning	Admin	CRM, General	Module	https://developer.salesforce.com/trailhead/module/service_lex/
Leads & Opportunities for Lightning Experience	leads_opportunities_lightning_experience	2019-05-25T00:00:00.000Z	Learn to power your sales process with leads and opportunities in Salesforce.	m-12532	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/leads_opportunities_lightning_experience/59b5454bc337616e4a0ac221f6af4f39_badge.png	Beginner	learn	Sales Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/leads_opportunities_lightning_experience/
Deep Learning and Natural Language Processing	deep-learning-and-natural-language-processing	2019-01-29T00:00:00.000Z	Get an introduction to natural language processing and the basics of deep learning.	m-7404	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/deep-learning-and-natural-language-processing/9b6e8bcf7ae7a541e842974d7e8ce0e2_badge.png	Advanced	learn	Einstein	Developer	General	Module	https://developer.salesforce.com/trailhead/module/deep-learning-and-natural-language-processing/
Service Cloud Snap-ins for Mobile Apps SDK	service_snap-ins_mobile_apps	2019-01-29T00:00:00.000Z	Extend your native Android or iOS app to include features like knowledge, SOS, and chat.	m-7405	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service_snap-ins_mobile_apps/07ec9f0012776e1a451f53db13711974_badge.png	Intermediate	learn	Service Cloud	Developer	Mobile	Module	https://developer.salesforce.com/trailhead/module/service_snap-ins_mobile_apps/
Analytics App Design	analytics-app-design	2019-04-02T00:00:00.000Z	Learn the principles of app design and how to use them to build beautiful Analytics apps.	m-9448	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/analytics-app-design/d23f7400e96e32673225484520a003ed_badge.png	Intermediate	learn	Einstein Analytics	Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/analytics-app-design/
Health Cloud for Payers	health-cloud-for-payers	2019-01-29T00:00:00.000Z	Learn how to deliver fantastic member experiences with Health Cloud for Payers.	m-7408	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/health-cloud-for-payers/bc771178a813d1632d301ff580fd96ed_badge.png	Beginner	learn	Health Cloud	Business User, Admin	Industries	Module	https://developer.salesforce.com/trailhead/module/health-cloud-for-payers/
Salesforce Mobile App Rollout	salesforce1_rollout	2019-02-26T00:00:00.000Z	Develop a rollout strategy to help your company do more with the Salesforce mobile app.	m-8135	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforce1_rollout/b33a82a668c6851fdd4676bec64e305f_badge.png	Intermediate	learn	Salesforce Platform	Admin	Mobile	Module	https://developer.salesforce.com/trailhead/module/salesforce1_rollout/
Custom Metadata Types	custom_metadata_types	2019-02-12T00:00:00.000Z	Learn how to customize, deploy, package, and upgrade application metadata with ease.	m-7940	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/custom_metadata_types/ea96778f88200ce6b5a019ba6b53b439_badge.png	Intermediate	learn	Salesforce Platform	Developer	Database	Module	https://developer.salesforce.com/trailhead/module/custom_metadata_types/
Screen Flow Distribution	screen_flow_distribution	2019-05-25T00:00:00.000Z	Make sure your users can easily access the flows you built.	m-12583	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/screen_flow_distribution/bddcd7dcbf8e37a490b1f4cdcd89f97b_badge.png	Intermediate	learn	Community Cloud, Salesforce Platform	Admin	App Logic	Module	https://developer.salesforce.com/trailhead/module/screen_flow_distribution/
SalesforceIQ to Sales Cloud Transition	salesforceiq-to-sales-cloud-transition	2019-01-29T00:00:00.000Z	Assess your org readiness and see how moving to Sales Cloud can benefit your business.	m-7412	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforceiq-to-sales-cloud-transition/bd096eb8cfd6b4a19490949a5f4708b3_badge.png	Beginner	learn	Sales Cloud	Admin	CRM, Data Management	Module	https://developer.salesforce.com/trailhead/module/salesforceiq-to-sales-cloud-transition/
Service Analytics App	service_wave_app_intro	2019-01-29T00:00:00.000Z	Get insights into your Service Cloud data with this prebuilt app.	m-7413	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service_wave_app_intro/6ceb256bb1f6dcdd4f3f5a9a07d27b46_badge.png	Intermediate	learn	Einstein Analytics	Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/service_wave_app_intro/
HEDA Data Management	highered_heda_build	2019-03-19T00:00:00.000Z	Populate your higher ed org with data and create relationships, courses, and programs.	m-8848	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/highered_heda_build/dc54a59b7e20a4d00cc697e9c0958e14_badge.png	Beginner	learn	Education Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/highered_heda_build/
Apex Integration Services	apex_integration_services	2019-05-25T00:00:00.000Z	Integrate with external apps using Apex REST and SOAP services.	m-12457	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/apex_integration_services/06d0e8f1f5b59f14d070f0f6e86dc5bd_badge.png	Intermediate	learn	Salesforce Platform	Developer	Apex, Integration	Module	https://developer.salesforce.com/trailhead/module/apex_integration_services/
Native Android	mobile_sdk_native_android	2019-01-29T00:00:00.000Z	Develop native Android apps using Salesforce Mobile SDK.	m-7416	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/mobile_sdk_native_android/736c033d98416490d81094f3b7712bfc_badge.png	Advanced	learn	Salesforce Platform	Developer	Mobile	Module	https://developer.salesforce.com/trailhead/module/mobile_sdk_native_android/
