Name	trailheadapp__API_Name__c	trailheadapp__Created_At__c	trailheadapp__Description__c	trailheadapp__External_Id__c	trailheadapp__Icon__c	trailheadapp__Level__c	trailheadapp__Namespace__c	trailheadapp__Products__c	trailheadapp__Roles__c	trailheadapp__Tags__c	trailheadapp__Type__c	trailheadapp__URL__c
Einstein Prediction Builder	einstein-prediction-builder	2019-05-25T00:00:00.000Z	Learn how to build and troubleshoot a prediction.	m-12506	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/einstein-prediction-builder/b31488084b84c5e5c8a0ce25c412b7d5_badge.png	Beginner	learn	Salesforce Platform, Einstein	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/einstein-prediction-builder/
Einstein Discovery Basics	wave_exploration_smart_data_discovery_basics	2019-04-02T00:00:00.000Z	Listen to the stories your data can tell you with Einstein Discovery.	m-9466	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/wave_exploration_smart_data_discovery_basics/cc308f743fbf38b413476efd7dee5996_badge.png	Beginner	learn	Einstein Analytics	Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/wave_exploration_smart_data_discovery_basics/
Salesforce Mobile App Basics	lex_salesforce1_basics	2019-01-29T00:00:00.000Z	Collaborate with your teammates on the go with the Salesforce mobile app.	m-7464	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_salesforce1_basics/b601afe88be5ab2498a875b37a313e11_badge.png	Beginner	learn	Salesforce Platform	Business User	Mobile	Module	https://developer.salesforce.com/trailhead/module/lex_salesforce1_basics/
Identity for Customers	identity_external	2019-05-25T00:00:00.000Z	Use Salesforce Identity to engage your customers and attract new ones.	m-12523	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/identity_external/a1621836f23efbbdd49856e0222ba411_badge.png	Intermediate	learn	Salesforce Platform	Admin	Security	Module	https://developer.salesforce.com/trailhead/module/identity_external/
Sales Cloud Einstein	ai_sales	2019-01-29T00:00:00.000Z	Log your activities, target the right leads, and close more deals with AI for sales.	m-7466	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/ai_sales/61fdda4aaca0e0ad2cb28db545a0514a_badge.png	Intermediate	learn	Sales Cloud, Einstein	Admin	CRM, General	Module	https://developer.salesforce.com/trailhead/module/ai_sales/
HEDA Basics	highered_heda_basics	2019-03-19T00:00:00.000Z	Learn how Higher Education Data Architecture (HEDA) can help your school.	m-8851	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/highered_heda_basics/4802d717b972503f92e83979d256e697_badge.png	Beginner	learn	Education Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/highered_heda_basics/
User Management	lex_implementation_user_setup_mgmt	2019-01-29T00:00:00.000Z	Set up users and control how they can view or edit your business data.	m-7468	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_implementation_user_setup_mgmt/0ca91d0e5d2adc008ddc826eca1e95a2_badge.png	Beginner	learn	Salesforce Platform, Lightning	Admin	Security	Module	https://developer.salesforce.com/trailhead/module/lex_implementation_user_setup_mgmt/
Survey Basics	survey-basics	2019-05-25T00:00:00.000Z	Gather insights from customers or employees with surveys.	m-12448	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/survey-basics/eb44040a39e7394b39615010683cc560_badge.png	Intermediate	learn	Salesforce Platform, Lightning	Admin	General	Module	https://developer.salesforce.com/trailhead/module/survey-basics/
Pardot Process Automation for Pardot Lightning App	pardot-process-automation-lightning	2018-12-04T00:00:00.000Z	Manage actions and tasks in Pardot using automation tools.	m-6703	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pardot-process-automation-lightning/57d4e674bd915abb667d9d74ca9a0dcf_badge.png	Beginner	learn	Sales Cloud, Lightning, Pardot	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/pardot-process-automation-lightning/
Pardot Engagement Studio for Pardot Lightning App	pardot-engagement-studio-lightning	2018-12-05T00:00:00.000Z	Build responsive, highly personalized customer journeys using Engagement Studio in Pardot.	m-6722	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pardot-engagement-studio-lightning/d808935e2b0808455b6bc918656ff8b2_badge.png	Beginner	learn	Sales Cloud, Lightning, Pardot	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/pardot-engagement-studio-lightning/
Strategies for Positive Environmental Impact	positive-environmental-impact	2019-03-06T00:00:00.000Z	Understand the impact of climate change and how Salesforce develops sustainably.	m-8441	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/positive-environmental-impact/34b382dc9da7c78aa131c7fd87c86b0d_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/positive-environmental-impact/
Pardot Scoring and Grading for Pardot Lightning App	pardot-lead-scoring-and-grading-lightning	2018-12-12T00:00:00.000Z	Use scoring and grading to identify the best leads for your sales team.	m-6800	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pardot-lead-scoring-and-grading-lightning/dd6c4cb562584c88e77455dfcf5ffde3_badge.png	Beginner	learn	Sales Cloud, Lightning, Pardot	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/pardot-lead-scoring-and-grading-lightning/
Platform App Builder Certification Maintenance (Summer '18)	platform-app-builder-cert-maintenance-su18	2018-12-12T00:00:00.000Z	Review updates to Salesforce for Summer '18.	m-6802	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform-app-builder-cert-maintenance-su18/902ca53d7f196c614e1a65be1892200d_badge.png	Intermediate	learn	Salesforce Platform	Developer	General	Module	https://developer.salesforce.com/trailhead/module/platform-app-builder-cert-maintenance-su18/
Platform Developer I Certification Maintenance (Summer '18)	platform_dev_i_cert_maint_sum18	2018-12-12T00:00:00.000Z	Review updates to Salesforce for Summer '18.	m-6806	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform_dev_i_cert_maint_sum18/b4ec143e0ce6708ff3caed89eb638eb7_badge.png	Intermediate	learn	Lightning	Developer	Apex, Visualforce	Module	https://developer.salesforce.com/trailhead/module/platform_dev_i_cert_maint_sum18/
Einstein Discovery Classic Data Integration	einstein_discovery_data_integration	2018-12-13T00:00:00.000Z	Bring your data into Einstein Discovery Classic to get answers, insights, and recommendations.	m-6811	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/einstein_discovery_data_integration/f4fcb443216e56aec8af8502d6309b6b_badge.png	Intermediate	learn	Einstein Analytics	Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/einstein_discovery_data_integration/
Salesforce Basics for Nonprofit Admins	nonprofit_salesforce_basics	2018-12-18T00:00:00.000Z	Build a solid foundation for implementing Nonprofit Success Pack (NPSP) at your nonprofit.	m-6823	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/nonprofit_salesforce_basics/9670487f016ef345b673b152744322c8_badge.png	Beginner	learn	Nonprofit Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/nonprofit_salesforce_basics/
Omni-Channel Basics	service_omnichannel	2018-12-18T00:00:00.000Z	Unify your channels and manage your agent capacity with Omni-Channel and routing rules.	m-6824	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/service_omnichannel/d4775a0ebc751028781b64c7ffdac8d4_badge.png	Intermediate	learn	Service Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/service_omnichannel/
Donation Management for Nonprofit Admins	nonprofit_donation_management	2018-12-18T00:00:00.000Z	Manage households, contacts, and donations with Nonprofit Success Pack (NPSP).	m-6825	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/nonprofit_donation_management/5c9f548004534f61f8ed7ecc3a9bf4ff_badge.png	Beginner	learn	Nonprofit Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/nonprofit_donation_management/
Lightning Web Components for Aura Developers	lightning-web-components-for-aura-developers	2019-05-25T00:00:00.000Z	Leverage your Aura components skills to learn about Lightning web components.	m-12545	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lightning-web-components-for-aura-developers/f0e02b3cfdb7f61a455503fa2ced1b27_badge.png	Intermediate	learn	Salesforce Platform	Developer	General	Module	https://developer.salesforce.com/trailhead/module/lightning-web-components-for-aura-developers/
Journey Builder Campaigns	journey-builder-campaigns	2018-12-20T00:00:00.000Z	Plan, build, and launch a welcome campaign in Journey Builder.	m-6837	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/journey-builder-campaigns/a7e614ee730f5fa957e968b0e7ad06cf_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/journey-builder-campaigns/
Data Modeling	data_modeling	2019-05-25T00:00:00.000Z	Give your data structure with objects, fields, and relationships.	m-12495	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/data_modeling/c87f1c467561ff36a9bffdebcbc835e8_badge.png	Beginner	learn	Salesforce Platform	Admin, Developer	Database	Module	https://developer.salesforce.com/trailhead/module/data_modeling/
Innovation Basics	innovation_basics	2019-01-29T00:00:00.000Z	Cultivate the right behaviors and team to ignite innovation in your organization.	m-7471	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/innovation_basics/a6baafc798a40683dffbc70b14f7e5f9_badge.png	Beginner	learn	General	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/innovation_basics/
Session-Based Permission Sets and Security	session_based_perms	2019-01-29T00:00:00.000Z	Use session-based permission sets to limit access to data in your org.	m-7472	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/session_based_perms/21f5974992e44abcdd175f410d1e2b78_badge.png	Intermediate	learn	Salesforce Platform	Admin, Developer	Security	Module	https://developer.salesforce.com/trailhead/module/session_based_perms/
Lightning Knowledge Setup and Customization	lightning-knowledge-setup-and-customization	2019-05-21T00:00:00.000Z	Create record types and page layouts to optimize Lightning Knowledge for your business.	m-11995	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lightning-knowledge-setup-and-customization/24c19c577533abc7ea500357259f3eba_badge.png	Intermediate	learn	Service Cloud, Lightning	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/lightning-knowledge-setup-and-customization/
Salesforce B2C Commerce Functional Consulting Strategy	b2c-functional-consulting-strategy	2019-04-02T00:00:00.000Z	Learn best practices for building Salesforce B2C Commerce solutions.	m-9469	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2c-functional-consulting-strategy/eea513992cd1e8965b2f22e662b1d854_badge.png	Advanced	learn	Commerce Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/b2c-functional-consulting-strategy/
Package Development Model	sfdx_dev_model	2019-05-25T00:00:00.000Z	Drive modular-based development with Salesforce DX tooling.	m-12587	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sfdx_dev_model/fb4a5d97ab961f3df3e4d7a7217b24aa_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/sfdx_dev_model/
External Services	external-services	2019-01-29T00:00:00.000Z	Connect an external service to Salesforce and invoke methods based on that service.	m-7476	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/external-services/eb5d20079b7bf2fe5d3533ab7065a12d_badge.png	Intermediate	learn	Salesforce Platform, Lightning	Admin, Developer	Integration, Data Management	Module	https://developer.salesforce.com/trailhead/module/external-services/
AppExchange Security Review	isv_security_review	2019-05-25T00:00:00.000Z	Devise an app security strategy and prepare for a security review.	m-12529	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/isv_security_review/2905110d59e6e2df3f8ab25acafa5e38_badge.png	Beginner	learn	Salesforce Platform	Developer	Security, Partner	Module	https://developer.salesforce.com/trailhead/module/isv_security_review/
Path & Workspaces	sales_admin_optimize_salesforce_for_selling	2019-01-29T00:00:00.000Z	Guide your reps through opportunity stages with helpful assistance and an optimized page layout.	m-7478	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sales_admin_optimize_salesforce_for_selling/4cfa2a517c97446e684600990394656f_badge.png	Intermediate	learn	Sales Cloud, Lightning	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/sales_admin_optimize_salesforce_for_selling/
User Authentication	identity_login	2019-05-25T00:00:00.000Z	Explore security features like two-factor authentication, custom domains, and single sign-on.	m-12519	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/identity_login/74dd5caa9ff0a6f9d8fa877bb09f0b21_badge.png	Beginner	learn	Salesforce Platform	Admin	Security	Module	https://developer.salesforce.com/trailhead/module/identity_login/
Knowledge Basics for Lightning Experience	lightning-knowledge-basics	2019-05-25T00:00:00.000Z	Use Lightning Knowledge to create a knowledge base for better customer service.	m-12543	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lightning-knowledge-basics/d1b2fc4652e6e092b28cd05b8107833a_badge.png	Beginner	learn	Service Cloud, Lightning	Admin	General	Module	https://developer.salesforce.com/trailhead/module/lightning-knowledge-basics/
Event Monitoring Analytics App	event_monitoring_analytics	2019-03-26T00:00:00.000Z	Use a powerful prebuilt app to visualize your Salesforce event log data.	m-9115	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/event_monitoring_analytics/3a7a4028d9a3de6058af45b9c29adf49_badge.png	Intermediate	learn	Einstein Analytics	Admin	Security	Module	https://developer.salesforce.com/trailhead/module/event_monitoring_analytics/
App Development with Salesforce DX	sfdx_app_dev	2019-05-25T00:00:00.000Z	Use the Salesforce command-line interface to create, convert, and deploy apps.	m-12586	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sfdx_app_dev/9456a619f0ea917155046fbca33646a2_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/sfdx_app_dev/
Reports & Dashboards for Lightning Experience	lex_implementation_reports_dashboards	2019-05-25T00:00:00.000Z	Visualize key business metrics in real-time using Lightning Experience.	m-12540	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_implementation_reports_dashboards/9dd7e1eb6612e9e04ec9e98ddb46e44c_badge.png	Beginner	learn	Lightning	Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/lex_implementation_reports_dashboards/
Big Object Basics	big_objects	2019-05-25T00:00:00.000Z	Learn about big objects, their use cases, and how to create and query them.	m-12472	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/big_objects/825ecb1d44d628868ed159c73661af57_badge.png	Intermediate	learn	Salesforce Platform	Developer	Database	Module	https://developer.salesforce.com/trailhead/module/big_objects/
Data Management	lex_implementation_data_management	2019-01-29T00:00:00.000Z	Learn how to import and export data in Salesforce.	m-7485	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_implementation_data_management/4e8c947ac2967be79e0ca2722dcd491f_badge.png	Beginner	learn	Salesforce Platform	Admin, Developer	Data Management	Module	https://developer.salesforce.com/trailhead/module/lex_implementation_data_management/
Salesforce B2C Commerce Storefront Implementation	b2c-implement-functional-solution	2019-04-02T00:00:00.000Z	Use reference architectures and third-party apps to implement your storefront.	m-9474	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2c-implement-functional-solution/ee09b06342c867d6b2d13d4262582def_badge.png	Advanced	learn	Commerce Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/b2c-implement-functional-solution/
Chatter for Lightning Experience	chatter_basics_for_users	2019-05-25T00:00:00.000Z	Learn how to use Chatter, update your profile, and start collaborating.	m-12485	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/chatter_basics_for_users/efb3a45396a76302451d2fa0c54f4a7a_badge.png	Beginner	learn	Community Cloud	Business User	Chatter	Module	https://developer.salesforce.com/trailhead/module/chatter_basics_for_users/
Salesforce B2B Commerce Basics	b2b-commerce-basics	2019-04-02T00:00:00.000Z	Transform your ecommerce website and customer experience with Salesforce B2B Commerce.	m-9476	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2b-commerce-basics/e7a8af2dfa9a51736b6faae1b3e822c7_badge.png	Beginner	learn	Commerce Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/b2b-commerce-basics/
SalesforceIQ to Sales Cloud Data Migration	salesforceiq-to-sales-cloud-data-migration	2019-01-29T00:00:00.000Z	Move your data from SalesforceIQ to Sales Cloud.	m-7489	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforceiq-to-sales-cloud-data-migration/1adbfef276b87b6c782cfa0656fb3d2e_badge.png	Beginner	learn	Sales Cloud	Admin	CRM, Data Management	Module	https://developer.salesforce.com/trailhead/module/salesforceiq-to-sales-cloud-data-migration/
Website Integration for Volunteer Management	nonprofit_volunteer_website	2019-01-29T00:00:00.000Z	Foster volunteer engagement by connecting Volunteers for Salesforce with your website.	m-7490	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/nonprofit_volunteer_website/bfce519a4c76f7b441446348df908a53_badge.png	Intermediate	learn	Nonprofit Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/nonprofit_volunteer_website/
Volunteer Registration	nonprofit_volunteer_registration	2019-05-13T00:00:00.000Z	Learn how to register volunteers for one-time and recurring events.	m-11600	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/nonprofit_volunteer_registration/a0566ad1a1c0702bd84920273ac25d9c_badge.png	Beginner	learn	General, Nonprofit Cloud	Admin	Nonprofit, General	Module	https://developer.salesforce.com/trailhead/module/nonprofit_volunteer_registration/
Lightning Experience Productivity	lightning-experience-productivity	2019-05-25T00:00:00.000Z	Learn tips to boost your daily productivity in Lightning Experience.	m-12562	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lightning-experience-productivity/6302d6836058fbab2373c4c3d6c3a8b4_badge.png	Beginner	learn	Lightning	Business User	General	Module	https://developer.salesforce.com/trailhead/module/lightning-experience-productivity/
Desktop Analytics Exploration	wave_desktop_exploration	2019-02-26T00:00:00.000Z	Learn best practices for exploring data on your desktop.	m-8174	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/wave_desktop_exploration/1a5d94f32932a893f05b30a9ec257f0f_badge.png	Beginner	learn	Einstein Analytics	Business User, Admin	Reporting	Module	https://developer.salesforce.com/trailhead/module/wave_desktop_exploration/
Security Basics	security_basics	2019-01-29T00:00:00.000Z	Educate your users, protect your Salesforce org, and encourage a culture of security.	m-7494	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/security_basics/0657dcabf501a45f844f4cc467ed9e44_badge.png	Intermediate	learn	Salesforce Platform	Admin	Security	Module	https://developer.salesforce.com/trailhead/module/security_basics/
Communities in Financial Services Cloud	communities-in-financial-services-cloud	2019-04-05T00:00:00.000Z	Understand what communities are, enable them in your org, and create your first community.	m-9653	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/communities-in-financial-services-cloud/e684edc763cdacf03d68b31f2e0c787c_badge.png	Intermediate	learn	Financial Services Cloud	Admin	CRM, Partner, General, Industries	Module	https://developer.salesforce.com/trailhead/module/communities-in-financial-services-cloud/
Vetforce	vetforce	2018-12-21T00:00:00.000Z	Discover Vetforce and get started on the path to career and community.	m-6842	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/vetforce/fad675ee2e3456009a460bd90f00c91e_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/vetforce/
CPQ Specialist Certification Maintenance (Spring '18)	cpq-specialist-certification-maintenance-spring-18	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your CPQ Specialist certification.	m-12484	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/cpq-specialist-certification-maintenance-spring-18/2d42b99d0efcf7bf5c31f40f929a6927_badge.png	Intermediate	learn	Sales Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/cpq-specialist-certification-maintenance-spring-18/
Platform App Builder Certification Maintenance (Winter ’19)	platform-app-builder-cert-maintenance-wi19	2019-04-08T00:00:00.000Z	Review updates to Salesforce to maintain your Platform App Builder certification.	m-9729	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform-app-builder-cert-maintenance-wi19/ac475c10754515137e5b41b0474ff7ef_badge.png	Intermediate	learn	General	Developer	General	Module	https://developer.salesforce.com/trailhead/module/platform-app-builder-cert-maintenance-wi19/
B2C Commerce Developer Certification Maintenance (Spring '18)	b2c-commerce-dev-cert-maintenance-spring-18	2019-05-25T00:00:00.000Z	Review product updates to maintain your B2C Commerce Developer certification.	m-12465	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2c-commerce-dev-cert-maintenance-spring-18/8f933e4f8e89cba181575e98a7097f0f_badge.png	Intermediate	learn	Commerce Cloud	Developer	General	Module	https://developer.salesforce.com/trailhead/module/b2c-commerce-dev-cert-maintenance-spring-18/
Administrator Certification Maintenance (Winter ’19)	admin_cert_maintenance_winter19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your admin certification.	m-12450	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/admin_cert_maintenance_winter19/9eb928953f4cbf692b0889fedaf932eb_badge.png	Intermediate	learn	General	Admin	General	Module	https://developer.salesforce.com/trailhead/module/admin_cert_maintenance_winter19/
Content Builder Block SDK	content-builder-block-sdk	2018-12-21T00:00:00.000Z	Use the Content Builder Block SDK to build a custom content block widget.	m-6850	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/content-builder-block-sdk/4a877f2cb37a8cfad0cf1c188aa4f77b_badge.png	Advanced	learn	Marketing Cloud	Developer	General	Module	https://developer.salesforce.com/trailhead/module/content-builder-block-sdk/
Advertising Studio Implementation Basics	advertising-studio-implementation-basics	2019-04-15T00:00:00.000Z	Learn how to implement multichannel ad campaigns using Advertising Studio.	m-10150	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/advertising-studio-implementation-basics/dc16e1c5a47006d335a1136ecee8410f_badge.png	Beginner	learn	Marketing Cloud	Business User	Partner	Module	https://developer.salesforce.com/trailhead/module/advertising-studio-implementation-basics/
Content Publishing with Social Studio	content-publishing-with-social-studio	2019-04-15T00:00:00.000Z	Create and manage social posts to enhance your customer experience.	m-10151	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/content-publishing-with-social-studio/c4492740efad72651d9638889eb7f34c_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/content-publishing-with-social-studio/
Spring '19 Release Highlights	spring-19-release-highlights	2019-05-25T00:00:00.000Z	Explore highlights from the Spring '19 release.	m-12596	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/spring-19-release-highlights/878ed58b090a7d0a40b0d3af092250cd_badge.png	Beginner	learn	Service Cloud, Einstein Analytics, Community Cloud, Salesforce Platform, Sales Cloud, Lightning, Commerce Cloud, Health Cloud, Financial Services Cloud, Quip	Admin	General	Module	https://developer.salesforce.com/trailhead/module/spring-19-release-highlights/
Google Analytics 360 Integration for Marketing Cloud	google-analytics-360-integration-for-marketing-cloud	2019-03-27T00:00:00.000Z	Get better insights from your data and build deeper relationships with your customers.	m-9210	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/google-analytics-360-integration-for-marketing-cloud/4df28b4457f8b6a9552785b67425c13a_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	Integration, Reporting	Module	https://developer.salesforce.com/trailhead/module/google-analytics-360-integration-for-marketing-cloud/
Journey Builder Basics	journey-builder-basics	2019-05-25T00:00:00.000Z	Get started with the Journey Builder app.	m-12530	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/journey-builder-basics/415e32e92af5610c3a670ab6a94da5d0_badge.png	Beginner	learn	Marketing Cloud	Business User, Admin	General	Module	https://developer.salesforce.com/trailhead/module/journey-builder-basics/
Lightning Experience Development	lex_dev_overview	2019-05-25T00:00:00.000Z	Understand how our new UX impacts Apex, Visualforce, APIs, and more.	m-12533	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lex_dev_overview/43af2c062440e75718a76f89f131c5b1_badge.png	Intermediate	learn	Lightning	Developer	Visualforce	Module	https://developer.salesforce.com/trailhead/module/lex_dev_overview/
AppExchange App Trial Management	isv_app_trials	2019-05-25T00:00:00.000Z	Convert your prospects to customers with a free trial of your AppExchange app.	m-12525	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/isv_app_trials/1fe3688c9d5aaf536cc8c3a897c2b5bd_badge.png	Intermediate	learn	Salesforce Platform	Developer	Partner	Module	https://developer.salesforce.com/trailhead/module/isv_app_trials/
Territory Management Best Practices	territory-management-best-practices	2019-02-26T00:00:00.000Z	Learn tips to get the most out of Enterprise Territory Management.	m-8178	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/territory-management-best-practices/90006aa01cc984aa9c1352cfd36f4dba_badge.png	Intermediate	learn	Sales Cloud	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/territory-management-best-practices/
Developer Console Basics	developer_console	2019-05-25T00:00:00.000Z	Get to know the Salesforce web-based integrated development environment (IDE).	m-12501	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/developer_console/a82f66a103ac46e465342fe42ae02375_badge.png	Beginner	learn	Salesforce Platform	Developer	Apex	Module	https://developer.salesforce.com/trailhead/module/developer_console/
Branded Mobile Apps with Mobile Publisher	salesforce1_branded_apps	2019-04-02T00:00:00.000Z	Use Mobile Publisher to create and release your own branded mobile app.	m-9481	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforce1_branded_apps/34e378a6bfd302249ac076a57ad438d5_badge.png	Intermediate	learn	Salesforce Platform	Admin	Mobile	Module	https://developer.salesforce.com/trailhead/module/salesforce1_branded_apps/
HEDA Reports	highered_heda_reports	2019-03-19T00:00:00.000Z	Build reports to get the most out of your higher ed data.	m-8853	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/highered_heda_reports/444f6fbfb2ada8d79f7633f6609255a3_badge.png	Beginner	learn	Education Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/highered_heda_reports/
Change Set Development Model	declarative-change-set-development	2019-04-02T00:00:00.000Z	Understand application lifecycle management using declarative change sets.	m-9484	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/declarative-change-set-development/955be0efb55f9ff7115a555a302b01c3_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/declarative-change-set-development/
